code;problem_1;problem_2;problem_3;problem_4;problems
P207E ;Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Intermittent Bank 2;;;;Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Intermittent Bank 2___
;;;;;___
P207F ;Reductant Quality Performance;;;;Reductant Quality Performance___
;;;;;___
P2080 ;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 1;;;;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 1___
;;;;;___
P2081 ;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 1 Sensor 1;;;;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 1 Sensor 1___
;;;;;___
P2082 ;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 sensor 1;;;;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 sensor 1___
;;;;;___
P2083 ;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 2 Sensor 1;;;;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 2 Sensor 1___
;;;;;___
P2084 ;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 2;;;;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 2___
;;;;;___
P2085 ;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 1 Sensor 2;;;;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 1 Sensor 2___
;;;;;___
P2086 ;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 Sensor 2;;;;Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 Sensor 2___
;;;;;___
P2087 ;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 2 Sensor 2;;;;Exhaust Gas Temperature Sensor Circuit Intermittent Bank 2 Sensor 2___
;;;;;___
P2088 ;A Camshaft Position Actuator Control Circuit Low Bank 1;;;;A Camshaft Position Actuator Control Circuit Low Bank 1___
;;;;;___
P2089 ;A Camshaft Position Actuator Control Circuit High Bank 1;;;;A Camshaft Position Actuator Control Circuit High Bank 1___
;;;;;___
P208A ;Reductant Pump Control Circuit/Open;;;;Reductant Pump Control Circuit/Open___
;;;;;___
P208B ;Reductant Pump Control Range/Performance;;;;Reductant Pump Control Range/Performance___
;;;;;___
P208C ;Reductant Pump Control Circuit Low;;;;Reductant Pump Control Circuit Low___
;;;;;___
P208D ;Reductant Pump Control Circuit High;;;;Reductant Pump Control Circuit High___
;;;;;___
P208E ;Reductant Injection Valve Stuck Closed Bank 1 Unit 1;;;;Reductant Injection Valve Stuck Closed Bank 1 Unit 1___
;;;;;___
P208F ;Reductant Injection Valve Stuck Closed Bank 2 Unit 1;;;;Reductant Injection Valve Stuck Closed Bank 2 Unit 1___
;;;;;___
P2090 ;B Camshaft Position Actuator Control Circuit Low Bank 1;;;;B Camshaft Position Actuator Control Circuit Low Bank 1___
;;;;;___
P2091 ;B Camshaft Position Actuator Control Circuit High Bank 1;;;;B Camshaft Position Actuator Control Circuit High Bank 1___
;;;;;___
P2092 ;A Camshaft Position Actuator Control Circuit Low Bank 2;;;;A Camshaft Position Actuator Control Circuit Low Bank 2___
;;;;;___
P2093 ;A Camshaft Position Actuator Control Circuit High Bank 2;;;;A Camshaft Position Actuator Control Circuit High Bank 2___
;;;;;___
P2094 ;B Camshaft Position Actuator Control Circuit Low Bank 2;;;;B Camshaft Position Actuator Control Circuit Low Bank 2___
;;;;;___
P2095 ;B Camshaft Position Actuator Control Circuit High Bank 2;;;;B Camshaft Position Actuator Control Circuit High Bank 2___
;;;;;___
P2096 ;Post Catalyst Fuel Trim System Too Lean Bank 1;;;;Post Catalyst Fuel Trim System Too Lean Bank 1___
;;;;;___
P2097 ;Post Catalyst Fuel Trim System Too Rich Bank 1;;;;Post Catalyst Fuel Trim System Too Rich Bank 1___
;;;;;___
P2098 ;Post Catalyst Fuel Trim System Too Lean Bank 2;;;;Post Catalyst Fuel Trim System Too Lean Bank 2___
;;;;;___
P2099 ;Post Catalyst Fuel Trim System Too Rich Bank 2;;;;Post Catalyst Fuel Trim System Too Rich Bank 2___
;;;;;___
P209A ;"Reductant Injection Air Pressure Sensor ""B"" Circuit";;;;"Reductant Injection Air Pressure Sensor ""B"" Circuit___"
;;;;;___
P209B ;"Reductant Injection Air Pressure Sensor ""B"" Circuit Range/Performance";;;;"Reductant Injection Air Pressure Sensor ""B"" Circuit Range/Performance___"
;;;;;___
P209C ;"Reductant Injection Air Pressure Sensor ""B"" Circuit Low";;;;"Reductant Injection Air Pressure Sensor ""B"" Circuit Low___"
;;;;;___
P209D ;"Reductant Injection Air Pressure Sensor ""B"" Circuit High";;;;"Reductant Injection Air Pressure Sensor ""B"" Circuit High___"
;;;;;___
P209E ;"Reductant Injection Air Pressure Sensor ""A""/""B"" Correlation";;;;"Reductant Injection Air Pressure Sensor ""A""/""B"" Correlation___"
;;;;;___
P209F ;Reductant Tank Heater Control Circuit Performance;;;;Reductant Tank Heater Control Circuit Performance___
;;;;;___
P20A0 ;Reductant Purge Control Valve Circuit /Open;;;;Reductant Purge Control Valve Circuit /Open___
;;;;;___
P20A1 ;Reductant Purge Control Valve Performance;;;;Reductant Purge Control Valve Performance___
;;;;;___
P20A2 ;Reductant Purge Control Valve Circuit Low;;;;Reductant Purge Control Valve Circuit Low___
;;;;;___
P20A3 ;Reductant Purge Control Valve Circuit High;;;;Reductant Purge Control Valve Circuit High___
;;;;;___
P20A4 ;Reductant Purge Control Valve Stuck Open;;;;Reductant Purge Control Valve Stuck Open___
;;;;;___
P20A5 ;Reductant Purge Control Valve Stuck Closed;;;;Reductant Purge Control Valve Stuck Closed___
;;;;;___
P20A6 ;Reductant Injection Air Pressure Control Valve Circuit/Open;;;;Reductant Injection Air Pressure Control Valve Circuit/Open___
;;;;;___
P20A7 ;Reductant Injection Air Pressure Control Valve Performance;;;;Reductant Injection Air Pressure Control Valve Performance___
;;;;;___
P20A8 ;Reductant Injection Air Pressure Control Valve Circuit Low;;;;Reductant Injection Air Pressure Control Valve Circuit Low___
;;;;;___
P20A9 ;Reductant Injection Air Pressure Control Valve Circuit High;;;;Reductant Injection Air Pressure Control Valve Circuit High___
;;;;;___
P20AA ;Reductant Injection Air Pressure Control Valve Stuck Open;;;;Reductant Injection Air Pressure Control Valve Stuck Open___
;;;;;___
P20AB ;Reductant Injection Air Pressure Control Valve Stuck Closed;;;;Reductant Injection Air Pressure Control Valve Stuck Closed___
;;;;;___
P20AC ;Reductant Metering Unit Temperature Sensor Circuit;;;;Reductant Metering Unit Temperature Sensor Circuit___
;;;;;___
P20AD ;Reductant Metering Unit Temperature Sensor Circuit Range/Performance;;;;Reductant Metering Unit Temperature Sensor Circuit Range/Performance___
;;;;;___
P20AE ;Reductant Metering Unit Temperature Sensor Circuit Low;;;;Reductant Metering Unit Temperature Sensor Circuit Low___
;;;;;___
P20AF ;Reductant Metering Unit Temperature Sensor Circuit High;;;;Reductant Metering Unit Temperature Sensor Circuit High___
;;;;;___
P20B0 ;Reductant Metering Unit Temperature Sensor Circuit Intermittent/Erratic;;;;Reductant Metering Unit Temperature Sensor Circuit Intermittent/Erratic___
;;;;;___
P20B1 ;Reductant Heater Coolant Control Valve Circuit/Open;;;;Reductant Heater Coolant Control Valve Circuit/Open___
;;;;;___
P20B2 ;Reductant Heater Coolant Control Valve Performance;;;;Reductant Heater Coolant Control Valve Performance___
;;;;;___
P20B3 ;Reductant Heater Coolant Control Valve Circuit Low;;;;Reductant Heater Coolant Control Valve Circuit Low___
;;;;;___
P20B4 ;Reductant Heater Coolant Control Valve Circuit High;;;;Reductant Heater Coolant Control Valve Circuit High___
;;;;;___
P20B5 ;Reductant Metering Unit Heater Control Circuit/Open;;;;Reductant Metering Unit Heater Control Circuit/Open___
;;;;;___
P20B6 ;Reductant Metering Unit Heater Control Circuit Performance;;;;Reductant Metering Unit Heater Control Circuit Performance___
;;;;;___
P20B7 ;Reductant Metering Unit Heater Control Circuit Low;;;;Reductant Metering Unit Heater Control Circuit Low___
;;;;;___
P20B8 ;Reductant Metering Unit Heater Control Circuit High;;;;Reductant Metering Unit Heater Control Circuit High___
;;;;;___
P20B9 ;"Reductant Heater ""A"" Control Circuit/Open";;;;"Reductant Heater ""A"" Control Circuit/Open___"
;;;;;___
P20BA ;"Reductant Heater ""A"" Control Circuit Performance";;;;"Reductant Heater ""A"" Control Circuit Performance___"
;;;;;___
P20BB ;"Reductant Heater ""A"" Control Circuit Low";;;;"Reductant Heater ""A"" Control Circuit Low___"
;;;;;___
P20BC ;"Reductant Heater ""A"" Control Circuit High";;;;"Reductant Heater ""A"" Control Circuit High___"
;;;;;___
P20BD ;"Reductant Heater ""B"" Control Circuit/Open";;;;"Reductant Heater ""B"" Control Circuit/Open___"
;;;;;___
P20BE ;"Reductant Heater ""B"" Control Circuit Performance";;;;"Reductant Heater ""B"" Control Circuit Performance___"
;;;;;___
P20BF ;"Reductant Heater ""B"" Control Circuit Low";;;;"Reductant Heater ""B"" Control Circuit Low___"
;;;;;___
P20C0 ;"Reductant Heater ""B"" Control Circuit High";;;;"Reductant Heater ""B"" Control Circuit High___"
;;;;;___
P20C1 ;"Reductant Heater ""C"" Control Circuit/Open";;;;"Reductant Heater ""C"" Control Circuit/Open___"
;;;;;___
P20C2 ;"Reductant Heater ""C"" Control Circuit Performance";;;;"Reductant Heater ""C"" Control Circuit Performance___"
;;;;;___
P20C3 ;"Reductant Heater ""C"" Control Circuit Low";;;;"Reductant Heater ""C"" Control Circuit Low___"
;;;;;___
P20C4 ;"Reductant Heater ""C"" Control Circuit High";;;;"Reductant Heater ""C"" Control Circuit High___"
;;;;;___
P20C5 ;"Reductant Heater ""D"" Control Circuit/Open";;;;"Reductant Heater ""D"" Control Circuit/Open___"
;;;;;___
P20C6 ;"Reductant Heater ""D"" Control Circuit Performance";;;;"Reductant Heater ""D"" Control Circuit Performance___"
;;;;;___
P20C7 ;"Reductant Heater ""D"" Control Circuit Low";;;;"Reductant Heater ""D"" Control Circuit Low___"
;;;;;___
P20C8 ;"Reductant Heater ""D"" Control Circuit High";;;;"Reductant Heater ""D"" Control Circuit High___"
;;;;;___
P20C9 ;Reductant Control Module Requested MIL Illumination;;;;Reductant Control Module Requested MIL Illumination___
;;;;;___
P20CA ;Reductant Injection Air Pressure Leakage;;;;Reductant Injection Air Pressure Leakage___
;;;;;___
P20CB ;"Exhaust Aftertreatment Fuel Injector ""A"" Control Circuit/Open";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Control Circuit/Open___"
;;;;;___
P20CC ;"Exhaust Aftertreatment Fuel Injector ""A"" Control Performance";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Control Performance___"
;;;;;___
P20CD ;"Exhaust Aftertreatment Fuel Injector ""A"" Control Circuit Low";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Control Circuit Low___"
;;;;;___
P20CE ;"Exhaust Aftertreatment Fuel Injector ""A"" Control Circuit High";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Control Circuit High___"
;;;;;___
P20CF ;"Exhaust Aftertreatment Fuel Injector ""A"" Stuck Open";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Stuck Open___"
;;;;;___
P20D0 ;"Exhaust Aftertreatment Fuel Injector ""A"" Stuck Closed";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Stuck Closed___"
;;;;;___
P20D1 ;"Exhaust Aftertreatment Fuel Injector ""B"" Control Circuit/Open";;;;"Exhaust Aftertreatment Fuel Injector ""B"" Control Circuit/Open___"
;;;;;___
P20D2 ;"Exhaust Aftertreatment Fuel Injector ""B"" Control Performance";;;;"Exhaust Aftertreatment Fuel Injector ""B"" Control Performance___"
;;;;;___
P20D3 ;"Exhaust Aftertreatment Fuel Injector ""B"" Control Circuit Low";;;;"Exhaust Aftertreatment Fuel Injector ""B"" Control Circuit Low___"
;;;;;___
P20D4 ;"Exhaust Aftertreatment Fuel Injector ""B"" Control Circuit High";;;;"Exhaust Aftertreatment Fuel Injector ""B"" Control Circuit High___"
;;;;;___
P20D5 ;"Exhaust Aftertreatment Fuel Injector ""B"" Stuck Open";;;;"Exhaust Aftertreatment Fuel Injector ""B"" Stuck Open___"
;;;;;___
P20D6 ;"Exhaust Aftertreatment Fuel Injector ""B"" Stuck Closed";;;;"Exhaust Aftertreatment Fuel Injector ""B"" Stuck Closed___"
;;;;;___
P20D7 ;Exhaust Aftertreatment Fuel Supply Control Circuit/Open;;;;Exhaust Aftertreatment Fuel Supply Control Circuit/Open___
;;;;;___
P20D8 ;Exhaust Aftertreatment Fuel Supply Control Performance;;;;Exhaust Aftertreatment Fuel Supply Control Performance___
;;;;;___
P20D9 ;Exhaust Aftertreatment Fuel Supply Control Circuit Low;;;;Exhaust Aftertreatment Fuel Supply Control Circuit Low___
;;;;;___
P20DA ;Exhaust Aftertreatment Fuel Supply Control Circuit High;;;;Exhaust Aftertreatment Fuel Supply Control Circuit High___
;;;;;___
P20DB ;Exhaust Aftertreatment Fuel Supply Control Stuck Open;;;;Exhaust Aftertreatment Fuel Supply Control Stuck Open___
;;;;;___
P20DC ;Exhaust Aftertreatment Fuel Supply Control Stuck Closed;;;;Exhaust Aftertreatment Fuel Supply Control Stuck Closed___
;;;;;___
P20DD ;Exhaust Aftertreatment Fuel Pressure Sensor Circuit;;;;Exhaust Aftertreatment Fuel Pressure Sensor Circuit___
;;;;;___
P20DE ;Exhaust Aftertreatment Fuel Pressure Sensor Circuit Range/Performance;;;;Exhaust Aftertreatment Fuel Pressure Sensor Circuit Range/Performance___
;;;;;___
P20DF ;Exhaust Aftertreatment Fuel Pressure Sensor Circuit Low;;;;Exhaust Aftertreatment Fuel Pressure Sensor Circuit Low___
;;;;;___
P20E0 ;Exhaust Aftertreatment Fuel Pressure Sensor Circuit High;;;;Exhaust Aftertreatment Fuel Pressure Sensor Circuit High___
;;;;;___
P20E1 ;Exhaust Aftertreatment Fuel Pressure Sensor Circuit Intermittent/Erratic;;;;Exhaust Aftertreatment Fuel Pressure Sensor Circuit Intermittent/Erratic___
;;;;;___
P20E2 ;Exhaust Gas Temperature Sensor 1/2 Correlation Bank 1;;;;Exhaust Gas Temperature Sensor 1/2 Correlation Bank 1___
;;;;;___
P20E3 ;Exhaust Gas Temperature Sensor 1/3 Correlation Bank 1;;;;Exhaust Gas Temperature Sensor 1/3 Correlation Bank 1___
;;;;;___
P20E4 ;Exhaust Gas Temperature Sensor 2/3 Correlation Bank 1;;;;Exhaust Gas Temperature Sensor 2/3 Correlation Bank 1___
;;;;;___
P20E5 ;Exhaust Gas Temperature Sensor 1/2 Correlation Bank 2;;;;Exhaust Gas Temperature Sensor 1/2 Correlation Bank 2___
;;;;;___
P20E6 ;Reductant Injection Air Pressure Too Low;;;;Reductant Injection Air Pressure Too Low___
;;;;;___
P20E7 ;Reductant Injection Air Pressure Too High;;;;Reductant Injection Air Pressure Too High___
;;;;;___
P20E8 ;Reductant Pressure Too Low;;;;Reductant Pressure Too Low___
;;;;;___
P20E9 ;Reductant Pressure Too High;;;;Reductant Pressure Too High___
;;;;;___
P20EA ;Reductant Control Module Power Relay De;Energized Performance ;Too Early;;Reductant Control Module Power Relay De_Energized Performance _Too Early_
;;;;;___
P20EB ;Reductant Control Module Power Relay De;Energized Performance ;Too Late;;Reductant Control Module Power Relay De_Energized Performance _Too Late_
;;;;;___
P20EC ;SCR NOx Catalyst ;Over Temperature Bank 1;;;SCR NOx Catalyst _Over Temperature Bank 1__
;;;;;___
P20ED ;SCR NOx Pre;Catalyst ;Over Temperature Bank 1;;SCR NOx Pre_Catalyst _Over Temperature Bank 1_
;;;;;___
P20EE ;SCR NOx Catalyst Efficiency Below Threshold Bank 1;;;;SCR NOx Catalyst Efficiency Below Threshold Bank 1___
;;;;;___
P20EF ;SCR NOx Pre;Catalyst Efficiency Below Threshold Bank 1;;;SCR NOx Pre_Catalyst Efficiency Below Threshold Bank 1__
;;;;;___
P20F0 ;SCR NOx Catalyst ;Over Temperature Bank 2;;;SCR NOx Catalyst _Over Temperature Bank 2__
;;;;;___
P20F1 ;SCR NOx Pre;Catalyst ;Over Temperature Bank 2;;SCR NOx Pre_Catalyst _Over Temperature Bank 2_
;;;;;___
P20F2 ;SCR NOx Catalyst Efficiency Below Threshold Bank 2;;;;SCR NOx Catalyst Efficiency Below Threshold Bank 2___
;;;;;___
P20F3 ;SCR NOx Pre;Catalyst Efficiency Below Threshold Bank 2;;;SCR NOx Pre_Catalyst Efficiency Below Threshold Bank 2__
;;;;;___
P20F4 ;Reductant Consumption Too Low;;;;Reductant Consumption Too Low___
;;;;;___
P20F5 ;Reductant Consumption Too High;;;;Reductant Consumption Too High___
;;;;;___
P20F6 ;Reductant Injection Valve Stuck Open Bank 1 Unit 1;;;;Reductant Injection Valve Stuck Open Bank 1 Unit 1___
;;;;;___
P20F7 ;Reductant Injection Valve Stuck Open Bank 2 Unit 1;;;;Reductant Injection Valve Stuck Open Bank 2 Unit 1___
;;;;;___
P20F8 ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P20FF ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
P2100 through P2199;;;;;___
;;;;;___
P2100 ;"Throttle Actuator ""A"" Control Motor Circuit/Open";;;;"Throttle Actuator ""A"" Control Motor Circuit/Open___"
;;;;;___
P2101 ;"Throttle Actuator ""A"" Control Motor Circuit Range/Performance";;;;"Throttle Actuator ""A"" Control Motor Circuit Range/Performance___"
;;;;;___
P2102 ;"Throttle Actuator ""A"" Control Motor Circuit Low";;;;"Throttle Actuator ""A"" Control Motor Circuit Low___"
;;;;;___
P2103 ;"Throttle Actuator ""A"" Control Motor Circuit High";;;;"Throttle Actuator ""A"" Control Motor Circuit High___"
;;;;;___
P2104 ;Throttle Actuator Control System ;Forced Idle;;;Throttle Actuator Control System _Forced Idle__
;;;;;___
P2105 ;Throttle Actuator Control System ;Forced Engine Shutdown;;;Throttle Actuator Control System _Forced Engine Shutdown__
;;;;;___
P2106 ;Throttle Actuator Control System ;Forced Limited Power;;;Throttle Actuator Control System _Forced Limited Power__
;;;;;___
P2107 ;Throttle Actuator Control Module Processor;;;;Throttle Actuator Control Module Processor___
;;;;;___
P2108 ;Throttle Actuator Control Module Performance;;;;Throttle Actuator Control Module Performance___
;;;;;___
P2109 ;"Throttle/Pedal Position Sensor ""A"" Minimum Stop Performance";;;;"Throttle/Pedal Position Sensor ""A"" Minimum Stop Performance___"
;;;;;___
P210A ;"Throttle Actuator ""B"" Control Motor Circuit/Open";;;;"Throttle Actuator ""B"" Control Motor Circuit/Open___"
;;;;;___
P210B ;"Throttle Actuator ""B"" Control Motor Circuit Range/Performance";;;;"Throttle Actuator ""B"" Control Motor Circuit Range/Performance___"
;;;;;___
P210C ;"Throttle Actuator ""B"" Control Motor Circuit Low";;;;"Throttle Actuator ""B"" Control Motor Circuit Low___"
;;;;;___
P210D ;"Throttle Actuator ""B"" Control Motor Circuit High";;;;"Throttle Actuator ""B"" Control Motor Circuit High___"
;;;;;___
P210E ;"Throttle/Pedal Position Sensor/Switch ""C""/""F"" Voltage Correlation";;;;"Throttle/Pedal Position Sensor/Switch ""C""/""F"" Voltage Correlation___"
;;;;;___
P210F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2110 ;Throttle Actuator Control System ;Forced Limited RPM;;;Throttle Actuator Control System _Forced Limited RPM__
;;;;;___
P2111 ;Throttle Actuator Control System ;Stuck Open;;;Throttle Actuator Control System _Stuck Open__
;;;;;___
P2112 ;Throttle Actuator Control System ;Stuck Closed;;;Throttle Actuator Control System _Stuck Closed__
;;;;;___
P2113 ;"Throttle/Pedal Position Sensor ""B"" Minimum Stop Performance";;;;"Throttle/Pedal Position Sensor ""B"" Minimum Stop Performance___"
;;;;;___
P2114 ;"Throttle/Pedal Position Sensor ""C"" Minimum Stop Performance";;;;"Throttle/Pedal Position Sensor ""C"" Minimum Stop Performance___"
;;;;;___
P2115 ;"Throttle/Pedal Position Sensor ""D"" Minimum Stop Performance";;;;"Throttle/Pedal Position Sensor ""D"" Minimum Stop Performance___"
;;;;;___
P2116 ;"Throttle/Pedal Position Sensor ""E"" Minimum Stop Performance";;;;"Throttle/Pedal Position Sensor ""E"" Minimum Stop Performance___"
;;;;;___
P2117 ;"Throttle/Pedal Position Sensor ""F"" Minimum Stop Performance";;;;"Throttle/Pedal Position Sensor ""F"" Minimum Stop Performance___"
